TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type,Latest Update Date
ACC-MAC-3012-1.1,Accountancy,Financial and Transaction Management,Claims Management,"Coordinate and carry out timely and accurate adjudication, validation and disbursement of claims proceeds to creditors",tsc,2024-12-16
ACC-MAC-4012-1.1,Accountancy,Financial and Transaction Management,Claims Management,"Coordinate and carry out timely and accurate adjudication, validation and disbursement of claims proceeds to creditors",tsc,2024-12-16
ACC-MAC-5012-1.1,Accountancy,Financial and Transaction Management,Claims Management,"Coordinate and carry out timely and accurate adjudication, validation and disbursement of claims proceeds to creditors",tsc,2024-12-16
ACC-MAC-5003-1.1,Accountancy,Financial and Transaction Management,Cost Management,"Analyse, plan and manage costs for cost efficiency and expense reduction",tsc,2024-12-16
ACC-MAC-3003-1.1,Accountancy,Financial and Transaction Management,Cost Management,"Analyse, plan and manage costs for cost efficiency and expense reduction",tsc,2024-12-16
ACC-MAC-4003-1.1,Accountancy,Financial and Transaction Management,Cost Management,"Analyse, plan and manage costs for cost efficiency and expense reduction",tsc,2024-12-16
ACC-MAC-6003-1.1,Accountancy,Financial and Transaction Management,Cost Management,"Analyse, plan and manage costs for cost efficiency and expense reduction",tsc,2024-12-16
ACC-MAC-3013-1.1,Accountancy,Financial and Transaction Management,Credit Risk Management,"Establishing the organisation's financial and credit policies and frameworks to identify, assess and manage the organisation's credit risk exposure",tsc,2024-12-16
ACC-MAC-4013-1.1,Accountancy,Financial and Transaction Management,Credit Risk Management,"Establishing the organisation's financial and credit policies and frameworks to identify, assess and manage the organisation's credit risk exposure",tsc,2024-12-16
ACC-MAC-5013-1.1,Accountancy,Financial and Transaction Management,Credit Risk Management,"Establishing the organisation's financial and credit policies and frameworks to identify, assess and manage the organisation's credit risk exposure",tsc,2024-12-16
ACC-MAC-4014-1.1,Accountancy,Financial and Transaction Management,Debt Restructuring,Assess processes to address risk of default on existing debt or evaluate opportunities to take advantage of lower available interest rates through debt restructuring,tsc,2024-12-16
ACC-MAC-5014-1.1,Accountancy,Financial and Transaction Management,Debt Restructuring,Assess processes to address risk of default on existing debt or evaluate opportunities to take advantage of lower available interest rates through debt restructuring,tsc,2024-12-16
ACC-MAC-3014-1.1,Accountancy,Financial and Transaction Management,Debt Restructuring,Assess processes to address risk of default on existing debt or evaluate opportunities to take advantage of lower available interest rates through debt restructuring,tsc,2024-12-16
ACC-MAC-6014-1.1,Accountancy,Financial and Transaction Management,Debt Restructuring,Assess processes to address risk of default on existing debt or evaluate opportunities to take advantage of lower available interest rates through debt restructuring,tsc,2024-12-16
ACC-MAC-4004-1.1,Accountancy,Financial and Transaction Management,Financial Analysis,Analyse the financial statements and data to provide insights about the financial performance and position of the organisation over time,tsc,2024-12-16
ACC-MAC-5004-1.1,Accountancy,Financial and Transaction Management,Financial Analysis,Analyse the financial statements and data to provide insights about the financial performance and position of the organisation over time,tsc,2024-12-16
ACC-MAC-3004-1.1,Accountancy,Financial and Transaction Management,Financial Analysis,Analyse the financial statements and data to provide insights about the financial performance and position of the organisation over time,tsc,2024-12-16
ACC-MAC-6004-1.1,Accountancy,Financial and Transaction Management,Financial Analysis,Analyse the financial statements and data to provide insights about the financial performance and position of the organisation over time,tsc,2024-12-16
ACC-CRP-4002-1.1,Accountancy,Financial and Transaction Management,Financial Closing,Carry out month-end closing and reconciliation to ensure financial records are maintained properly,tsc,2024-12-16
ACC-CRP-3002-1.1,Accountancy,Financial and Transaction Management,Financial Closing,Carry out month-end closing and reconciliation to ensure financial records are maintained properly,tsc,2024-12-16
ACC-CRP-2002-1.1,Accountancy,Financial and Transaction Management,Financial Closing,Carry out month-end closing and reconciliation to ensure financial records are maintained properly,tsc,2024-12-16
ACC-CFI-6002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc,2024-12-16
ACC-CFI-5002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc,2024-12-16
ACC-CFI-4002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc,2024-12-16
ACC-CFI-2002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc,2024-12-16
ACC-CFI-3002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc,2024-12-16
ACC-BVL-3001-1.1,Accountancy,Financial and Transaction Management,Financial Modelling,Develop financial models and valuation models to arrive at a valuation conclusion,tsc,2024-12-16
ACC-BVL-4001-1.1,Accountancy,Financial and Transaction Management,Financial Modelling,Develop financial models and valuation models to arrive at a valuation conclusion,tsc,2024-12-16
ACC-BVL-5001-1.1,Accountancy,Financial and Transaction Management,Financial Modelling,Develop financial models and valuation models to arrive at a valuation conclusion,tsc,2024-12-16
ACC-BVL-6001-1.1,Accountancy,Financial and Transaction Management,Financial Modelling,Develop financial models and valuation models to arrive at a valuation conclusion,tsc,2024-12-16
ACC-MAC-4005-1.1,Accountancy,Financial and Transaction Management,Financial Planning,Evaluate and develop budget in line with organisation's strategies and plans,tsc,2024-12-16
ACC-MAC-6005-1.1,Accountancy,Financial and Transaction Management,Financial Planning,Evaluate and develop budget in line with organisation's strategies and plans,tsc,2024-12-16
ACC-MAC-3005-1.1,Accountancy,Financial and Transaction Management,Financial Planning,Evaluate and develop budget in line with organisation's strategies and plans,tsc,2024-12-16
ACC-MAC-5005-1.1,Accountancy,Financial and Transaction Management,Financial Planning,Evaluate and develop budget in line with organisation's strategies and plans,tsc,2024-12-16
ACC-CRP-5003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc,2024-12-16
ACC-CRP-3003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc,2024-12-16
ACC-CRP-6003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc,2024-12-16
ACC-CRP-2003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc,2024-12-16
ACC-CRP-4003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc,2024-12-16
ACC-CRP-3004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc,2024-12-16
ACC-CRP-5004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc,2024-12-16
ACC-CRP-6004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc,2024-12-16
ACC-CRP-4004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc,2024-12-16
ACC-CRP-6005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc,2024-12-16
ACC-CRP-3005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc,2024-12-16
ACC-CRP-5005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc,2024-12-16
ACC-CRP-4005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc,2024-12-16
ACC-CRP-2006-1.1,Accountancy,Financial and Transaction Management,Financial Transactions,Prepare business documentation and cash balances,tsc,2024-12-16
ACC-CRP-3006-1.1,Accountancy,Financial and Transaction Management,Financial Transactions,Prepare business documentation and cash balances,tsc,2024-12-16
ACC-CRP-5007-1.1,Accountancy,Financial and Transaction Management,Group Accounting and Consolidation,Apply group accounting and consolidation of separate organisations to create a single entity,tsc,2024-12-16
ACC-CRP-4007-1.1,Accountancy,Financial and Transaction Management,Group Accounting and Consolidation,Apply group accounting and consolidation of separate organisations to create a single entity,tsc,2024-12-16
ACC-BIN-5142-1.1,Accountancy,Financial and Transaction Management,Post-deal Integration Management,"Ensure all aspects of post-merger integration activities are well-coordinated, to achieve the desired synergies and declared business goals",tsc,2024-12-16
